#     time           flux       flux_err 
  59.014855580    14.70476     1.01228 
  59.035290144    16.10925     1.01263 
  59.055724608    16.87030     1.01284 
  59.076159272    15.84943     1.01246 
  59.096593835    17.03411     1.01263 
  59.117028299    14.67981     1.01204 
  59.137462962    15.26346     1.01228 
  59.832238182    -6.33427     1.00775 
  59.852672744    -9.01944     1.00708 
  59.873107305    -9.80647     1.00698 
  59.893541966   -10.75129     1.00675 
  59.913976427   -11.62624     1.00651 
  59.934410987   -12.80670     1.00645 
  59.954845648   -14.32054     1.00609 
  59.975280109   -16.38920     1.00555 
  59.995714770   -17.59453     1.00545 
  60.016149330   -16.63328     1.00553 
  60.036583791   -19.14751     1.00516 
  60.057018451   -20.78583     1.00476 
  60.077453012   -23.01091     1.00437 
  60.097887472   -22.74954     1.00421 
  60.118322132   -23.28561     1.00411 
  60.138756693   -23.86866     1.00388 
  61.099181140    -8.73571     1.00478 
  61.119615596   -10.37343     1.00522 
  61.140050153   -13.03701     1.00517 
  61.814390677    11.40832     1.01135 
  61.834825131    11.80941     1.01147 
  61.855259785    10.30288     1.01127 
  61.875694339    12.04032     1.01156 
  61.896128793    14.64893     1.01220 
  61.916563446    12.21170     1.01151 
  61.936998000    14.08102     1.01206 
  61.957432453    14.96321     1.01214 
  61.977867107    13.30544     1.01212 
  61.998301660    21.04144     1.01380 
  62.039170767    22.31774     1.01396 
  62.059605320    19.73081     1.01343 
  62.080039873    18.84467     1.01303 
  62.100474426    19.99218     1.01333 
  62.120908978    20.82756     1.01361 
  62.141343531    17.66155     1.01284 
  62.815683826    16.30420     1.01282 
  62.836118376    15.14663     1.01250 
  62.876987476    15.52294     1.01252 
  62.897422026    17.56992     1.01266 
  62.917856675    14.72360     1.01243 
  62.938291125    14.95039     1.01222 
  62.958725774    14.48133     1.01234 
  62.979160224    14.23382     1.01238 
  62.999594773    14.71474     1.01224 
  63.020029422    11.63536     1.01182 
  63.040463871    11.74953     1.01175 
